,id,full_name,first_name,last_name,is_active
0,76001,Alaa Abdelnaby,Alaa,Abdelnaby,False
1,76002,Zaid Abdul-Aziz,Zaid,Abdul-Aziz,False
2,76003,Kareem Abdul-Jabbar,Kareem,Abdul-Jabbar,False
3,51,Mahmoud Abdul-Rauf,Mahmoud,Abdul-Rauf,False
4,1505,Tariq Abdul-Wahad,Tariq,Abdul-Wahad,False
5,949,Shareef Abdur-Rahim,Shareef,Abdur-Rahim,False
6,76005,Tom Abernethy,Tom,Abernethy,False
7,76006,Forest Able,Forest,Able,False
8,76007,John Abramovic,John,Abramovic,False
9,203518,Alex Abrines,Alex,Abrines,False
10,1630173,Precious Achiuwa,Precious,Achiuwa,True
11,101165,Alex Acker,Alex,Acker,False
12,76008,Donald Ackerman,Donald,Ackerman,False
13,76009,Mark Acres,Mark,Acres,False
14,76010,Charles Acton,Charles,Acton,False
15,203112,Quincy Acy,Quincy,Acy,False
16,76011,Alvan Adams,Alvan,Adams,False
17,76012,Don Adams,Don,Adams,False
18,200801,Hassan Adams,Hassan,Adams,False
19,1629121,Jaylen Adams,Jaylen,Adams,False
20,203919,Jordan Adams,Jordan,Adams,False
21,149,Michael Adams,Michael,Adams,False
22,203500,Steven Adams,Steven,Adams,True
23,912,Rafael Addison,Rafael,Addison,False
24,1628389,Bam Adebayo,Bam,Adebayo,True
25,1629061,Deng Adel,Deng,Adel,False
26,76015,Rick Adelman,Rick,Adelman,False
27,202399,Jeff Adrien,Jeff,Adrien,False
28,201167,Arron Afflalo,Arron,Afflalo,False
29,1630534,Ochai Agbaji,Ochai,Agbaji,True
30,200772,Maurice Ager,Maurice,Ager,False
31,76016,Mark Aguirre,Mark,Aguirre,False
32,201336,Blake Ahearn,Blake,Ahearn,False
33,76017,Danny Ainge,Danny,Ainge,False
34,201582,Alexis Ajinca,Alexis,Ajinca,False
35,76018,Henry Akin,Henry,Akin,False
36,203006,Josh Akognon,Josh,Akognon,False
37,1629152,DeVaughn Akoon-Purcell,DeVaughn,Akoon-Purcell,False
38,202374,Solomon Alabi,Solomon,Alabi,False
39,76019,Mark Alarie,Mark,Alarie,False
40,76020,Gary Alcorn,Gary,Alcorn,False
41,1630583,Santi Aldama,Santi,Aldama,True
42,203128,Furkan Aldemir,Furkan,Aldemir,False
43,202332,Cole Aldrich,Cole,Aldrich,False
44,200746,LaMarcus Aldridge,LaMarcus,Aldridge,False
45,76021,Chuck Aleksinas,Chuck,Aleksinas,False
46,1626146,Cliff Alexander,Cliff,Alexander,False
47,724,Cory Alexander,Cory,Alexander,False
48,2042,Courtney Alexander,Courtney,Alexander,False
49,76022,Gary Alexander,Gary,Alexander,False
50,201570,Joe Alexander,Joe,Alexander,False
51,1629734,Kyle Alexander,Kyle,Alexander,False
52,1630234,Ty-Shon Alexander,Ty-Shon,Alexander,False
53,2349,Victor Alexander,Victor,Alexander,False
54,1629638,Nickeil Alexander-Walker,Nickeil,Alexander-Walker,True
55,76024,Steve Alford,Steve,Alford,False
56,1628959,Rawle Alkins,Rawle,Alkins,False
57,76028,Bob Allen,Bob,Allen,False
58,1628960,Grayson Allen,Grayson,Allen,True
59,1628386,Jarrett Allen,Jarrett,Allen,True
60,706,Jerome Allen,Jerome,Allen,False
61,1628443,Kadeem Allen,Kadeem,Allen,False
62,202730,Lavoy Allen,Lavoy,Allen,False
63,76027,Lucius Allen,Lucius,Allen,False
64,2124,Malik Allen,Malik,Allen,False
65,76025,Randy Allen,Randy,Allen,False
66,951,Ray Allen,Ray,Allen,False
67,2754,Tony Allen,Tony,Allen,False
68,76029,Odis Allison,Odis,Allison,False
69,200984,Lance Allred,Lance,Allred,False
70,76030,Darrell Allums,Darrell,Allums,False
71,201165,Morris Almond,Morris,Almond,False
72,308,Derrick Alston,Derrick,Alston,False
73,1747,Rafer Alston,Rafer,Alston,False
74,1824,Peter Aluma,Peter,Aluma,False
75,1630631,Jose Alvarado,Jose,Alvarado,True
76,680,John Amaechi,John,Amaechi,False
77,732,Ashraf Amaya,Ashraf,Amaya,False
78,202329,Al-Farouq Aminu,Al-Farouq,Aminu,False
79,200811,Lou Amundson,Lou,Amundson,False
80,76034,Bob Anderegg,Bob,Anderegg,False
81,2365,Chris Andersen,Chris,Andersen,False
82,2431,David Andersen,David,Andersen,False
83,101187,Alan Anderson,Alan,Anderson,False
84,202079,Antonio Anderson,Antonio,Anderson,False
85,76035,Cliff Anderson,Cliff,Anderson,False
86,76036,Daniel Anderson,Daniel,Anderson,False
87,1507,Derek Anderson,Derek,Anderson,False
88,76037,Dwight Anderson,Dwight,Anderson,False
89,944,Eric Anderson,Eric,Anderson,False
90,246,Greg Anderson,Greg,Anderson,False
91,202341,James Anderson,James,Anderson,False
92,76040,Jerome Anderson,Jerome,Anderson,False
93,1626147,Justin Anderson,Justin,Anderson,False
94,72,Kenny Anderson,Kenny,Anderson,False
95,76041,Kim Anderson,Kim,Anderson,False
96,203937,Kyle Anderson,Kyle,Anderson,True
97,76042,Michael Anderson,Michael,Anderson,False
98,76043,Mitchell Anderson,Mitchell,Anderson,False
99,98,Nick Anderson,Nick,Anderson,False
100,76045,Richard Anderson,Richard,Anderson,False
101,76046,Ron Anderson,Ron,Anderson,False
102,201583,Ryan Anderson,Ryan,Anderson,False
103,1000,Shandon Anderson,Shandon,Anderson,False
104,335,Willie Anderson,Willie,Anderson,False
105,76048,Wally Anderzunas,Wally,Anderzunas,False
106,101149,Martynas Andriuskevicius,Martynas,Andriuskevicius,False
107,76049,Don Anielak,Don,Anielak,False
108,1628387,Ike Anigbogu,Ike,Anigbogu,False
109,76050,Michael Ansley,Michael,Ansley,False
110,1512,Chris Anstey,Chris,Anstey,False
111,203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,True
112,1628961,Kostas Antetokounmpo,Kostas,Antetokounmpo,False
113,203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,True
114,2546,Carmelo Anthony,Carmelo,Anthony,False
115,1630175,Cole Anthony,Cole,Anthony,True
116,21,Greg Anthony,Greg,Anthony,False
117,201202,Joel Anthony,Joel,Anthony,False
118,203544,Pero Antic,Pero,Antic,False
119,1628384,O.G. Anunoby,O.G.,Anunoby,True
120,203951,Keith Appling,Keith,Appling,False
121,2737,Rafael Araujo,Rafael,Araujo,False
122,76053,Stacey Arceneaux,Stacey,Arceneaux,False
123,76054,Nate Archibald,Nate,Archibald,False
124,2425,Robert Archibald,Robert,Archibald,False
125,1627853,Ryan Arcidiacono,Ryan,Arcidiacono,True
126,76055,Jim Ard,Jim,Ard,False
127,2240,Gilbert Arenas,Gilbert,Arenas,False
128,2772,Trevor Ariza,Trevor,Ariza,False
129,76056,Paul Arizin,Paul,Arizin,False
130,76057,Joe Arlauckas,Joe,Arlauckas,False
131,769,B.J. Armstrong,B.J.,Armstrong,False
132,76061,Bob Armstrong,Bob,Armstrong,False
133,2220,Brandon Armstrong,Brandon,Armstrong,False
134,353,Darrell Armstrong,Darrell,Armstrong,False
135,200756,Hilton Armstrong,Hilton,Armstrong,False
136,76060,Paul Armstrong,Paul,Armstrong,False
137,76059,Tate Armstrong,Tate,Armstrong,False
138,76062,Jesse Arnelle,Jesse,Arnelle,False
139,76063,Jay Arnette,Jay,Arnette,False
140,76064,Bob Arnzen,Bob,Arnzen,False
141,2306,Carlos Arroyo,Carlos,Arroyo,False
142,201589,Darrell Arthur,Darrell,Arthur,False
143,76065,John Arthurs,John,Arthurs,False
144,1628503,Jamel Artis,Jamel,Artis,False
145,201600,Omer Asik,Omer,Asik,False
146,355,Vincent Askew,Vincent,Askew,False
147,173,Keith Askins,Keith,Askins,False
148,76068,Don Asmonga,Don,Asmonga,False
149,76069,Richard Atha,Richard,Atha,False
150,1088,Chucky Atkins,Chucky,Atkins,False
151,76070,Alvin Attles,Alvin,Attles,False
152,76071,Chet Aubuchon,Chet,Aubuchon,False
153,1641914,Chase Audige,Chase,Audige,True
154,278,Stacey Augmon,Stacey,Augmon,False
155,201571,D.J. Augustin,D.J.,Augustin,False
156,200788,James Augustine,James,Augustine,False
157,1134,Ike Austin,Ike,Austin,False
158,76073,John Austin,John,Austin,False
159,76074,Ken Austin,Ken,Austin,False
160,1630166,Deni Avdija,Deni,Avdija,True
161,138,Anthony Avent,Anthony,Avent,False
162,76076,William Averitt,William,Averitt,False
163,1895,William Avery,William,Avery,False
164,76078,Dennis Awtrey,Dennis,Awtrey,False
165,1630555,Joel Ayayi,Joel,Ayayi,False
166,202970,Gustavo Ayon,Gustavo,Ayon,False
167,201965,Jeff Ayres,Jeff,Ayres,False
168,1629028,Deandre Ayton,Deandre,Ayton,True
169,101235,Kelenna Azubuike,Kelenna,Azubuike,False
170,1628962,Udoka Azubuike,Udoka,Azubuike,True
171,203569,Chris Babb,Chris,Babb,False
172,202337,Luke Babbitt,Luke,Babbitt,False
173,76079,Milos Babic,Milos,Babic,False
174,76080,Johnny Bach,Johnny,Bach,False
175,1628407,Dwayne Bacon,Dwayne,Bacon,False
176,1630641,Ibou Badji,Ibou,Badji,True
177,76081,Jim Baechtold,Jim,Baechtold,False
178,2053,Dalibor Bagaric,Dalibor,Bagaric,False
179,76082,John Bagley,John,Bagley,False
180,1628963,Marvin Bagley III,Marvin,Bagley III,True
181,1641735,Amari Bailey,Amari,Bailey,True
182,76084,Carl Bailey,Carl,Bailey,False
183,76083,Gus Bailey,Gus,Bailey,False
184,76085,James Bailey,James,Bailey,False
185,1847,Thurl Bailey,Thurl,Bailey,False
186,1753,Toby Bailey,Toby,Bailey,False
187,203946,Cameron Bairstow,Cameron,Bairstow,False
188,1858,Mark Baker,Mark,Baker,False
189,2486,Maurice Baker,Maurice,Baker,False
190,76089,Norm Baker,Norm,Baker,False
191,1627758,Ron Baker,Ron,Baker,False
192,452,Vin Baker,Vin,Baker,False
193,1631116,Patrick Baldwin,Patrick,Baldwin,True
194,1627735,Wade Baldwin IV,Wade,Baldwin IV,False
195,200764,Renaldo Balkman,Renaldo,Balkman,False
196,76090,Cedric Ball,Cedric,Ball,False
197,1630163,LaMelo Ball,LaMelo,Ball,True
198,1628366,Lonzo Ball,Lonzo,Ball,True
199,76091,Greg Ballard,Greg,Ballard,False
200,76092,Herschel Baltimore,Herschel,Baltimore,False
201,1628964,Mo Bamba,Mo,Bamba,True
202,1631094,Paolo Banchero,Paolo,Banchero,True
203,1630217,Desmond Bane,Desmond,Bane,True
204,76093,Gene Banks,Gene,Banks,False
205,2556,Marcus Banks,Marcus,Banks,False
206,76094,Ken Bannister,Ken,Bannister,False
207,76095,Mike Bantom,Mike,Bantom,False
208,1630625,Dalano Banton,Dalano,Banton,True
209,1627760,Cat Barber,Cat,Barber,False
210,76096,John Barber,John,Barber,False
211,2571,Leandro Barbosa,Leandro,Barbosa,False
212,76097,Stephen Bardo,Stephen,Bardo,False
213,200826,J.J. Barea,J.J.,Barea,False
214,200745,Andrea Bargnani,Andrea,Bargnani,False
215,76098,Cliff Barker,Cliff,Barker,False
216,76099,Tom Barker,Tom,Barker,False
217,787,Charles Barkley,Charles,Barkley,False
218,2057,Erick Barkley,Erick,Barkley,False
219,76102,Don Barksdale,Don,Barksdale,False
220,1631230,Dominick Barlow,Dominick,Barlow,True
221,203084,Harrison Barnes,Harrison,Barnes,True
222,76103,Harry Barnes,Harry,Barnes,False
223,76105,Jim Barnes,Jim,Barnes,False
224,76104,Marvin Barnes,Marvin,Barnes,False
225,2440,Matt Barnes,Matt,Barnes,False
226,1630567,Scottie Barnes,Scottie,Barnes,True
227,76107,Dick Barnett,Dick,Barnett,False
228,76106,Jim Barnett,Jim,Barnett,False
229,76108,John Barnhill,John,Barnhill,False
230,76109,Norton Barnhill,Norton,Barnhill,False
231,76110,Leo Barnhorst,Leo,Barnhorst,False
232,76111,John Barr,John,Barr,False
233,76112,Mike Barr,Mike,Barr,False
234,76113,Thomas Barr,Thomas,Barr,False
235,2857,Andre Barrett,Andre,Barrett,False
236,76114,Ernie Barrett,Ernie,Barrett,False
237,1629628,RJ Barrett,RJ,Barrett,True
238,2853,Earl Barron,Earl,Barron,False
239,344,Dana Barros,Dana,Barros,False
240,699,Brent Barry,Brent,Barry,False
241,1003,Drew Barry,Drew,Barry,False
242,468,Jon Barry,Jon,Barry,False
243,600013,Rick Barry,Rick,Barry,False
244,76117,Ed Bartels,Ed,Bartels,False
245,76118,Vic Bartolome,Vic,Bartolome,False
246,203115,Will Barton,Will,Barton,False
247,101188,Eddie Basden,Eddie,Basden,False
248,76119,Jerry Baskerville,Jerry,Baskerville,False
249,101138,Brandon Bass,Brandon,Bass,False
250,1628238,Paris Bass,Paris,Bass,False
251,76120,Tim Bassett,Tim,Bassett,False
252,1629646,Charles Bassey,Charles,Bassey,True
253,1766,Maceo Baston,Maceo,Baston,False
254,2370,Mengke Bateer,Mengke,Bateer,False
255,76121,Billyray Bates,Billyray,Bates,False
256,1641734,Emoni Bates,Emoni,Bates,True
257,1628966,Keita Bates-Diop,Keita,Bates-Diop,True
258,101212,Esteban Batista,Esteban,Batista,False
259,2471,Mike Batiste,Mike,Batiste,False
260,1499,Tony Battie,Tony,Battie,False
261,2203,Shane Battier,Shane,Battier,False
262,174,John Battle,John,Battle,False
263,76123,Kenny Battle,Kenny,Battle,False
264,76124,Dave Batton,Dave,Batton,False
265,201587,Nicolas Batum,Nicolas,Batum,True
266,1641878,Damion Baugh,Damion,Baugh,True
267,76125,Johnny Baum,Johnny,Baum,False
268,76126,Frankie Baumholtz,Frankie,Baumholtz,False
269,2437,Lonny Baxter,Lonny,Baxter,False
270,201573,Jerryd Bayless,Jerryd,Bayless,False
271,76127,Elgin Baylor,Elgin,Baylor,False
272,203382,Aron Baynes,Aron,Baynes,False
273,76128,Sergei Bazarevich,Sergei,Bazarevich,False
274,203145,Kent Bazemore,Kent,Bazemore,False
275,1629647,Darius Bazley,Darius,Bazley,True
276,76129,Ed Beach,Ed,Beach,False
277,203078,Bradley Beal,Bradley,Beal,True
278,76130,Butch Beard,Butch,Beard,False
279,76131,Ralph Beard,Ralph,Beard,False
280,2602,Jerome Beasley,Jerome,Beasley,False
281,1627736,Malik Beasley,Malik,Beasley,True
282,201563,Michael Beasley,Michael,Beasley,False
283,76133,Zelmo Beaty,Zelmo,Beaty,False
284,201958,Rodrigue Beaubois,Rodrigue,Beaubois,False
285,1630699,MarJon Beauchamp,MarJon,Beauchamp,True
286,76134,Byron Beck,Byron,Beck,False
287,1133,Corey Beck,Corey,Beck,False
288,76136,Ernie Beck,Ernie,Beck,False
289,76137,Moe Becker,Moe,Becker,False
290,76138,William Bedford,William,Bedford,False
291,1641777,Charles Bediako,Charles,Bediako,True
292,76139,Hank Beenders,Hank,Beenders,False
293,76140,Ron Behagen,Ron,Behagen,False
294,76141,Elmer Behnke,Elmer,Behnke,False
295,201158,Marco Belinelli,Marco,Belinelli,False
296,2294,Charlie Bell,Charlie,Bell,False
297,76142,Dennis Bell,Dennis,Bell,False
298,1628395,Jordan Bell,Jordan,Bell,False
299,1952,Raja Bell,Raja,Bell,False
300,2559,Troy Bell,Troy,Bell,False
301,76143,William Bell,William,Bell,False
302,76144,Walt Bellamy,Walt,Bellamy,False
303,1627761,DeAndre' Bembry,DeAndre',Bembry,False
304,76145,Irv Bemoras,Irv,Bemoras,False
305,76146,Leon Benbow,Leon,Benbow,False
306,1627733,Dragan Bender,Dragan,Bender,False
307,1886,Jonathan Bender,Jonathan,Bender,False
308,203968,Jerrelle Benimon,Jerrelle,Benimon,False
309,104,Benoit Benjamin,Benoit,Benjamin,False
310,1736,Corey Benjamin,Corey,Benjamin,False
311,203461,Anthony Bennett,Anthony,Bennett,False
312,1120,Elmer Bennett,Elmer,Bennett,False
313,712,Mario Bennett,Mario,Bennett,False
314,76151,Mel Bennett,Mel,Bennett,False
315,76148,Tony Bennett,Tony,Bennett,False
316,76152,Winston Bennett,Winston,Bennett,False
317,128,David Benoit,David,Benoit,False
318,202728,Keith Benson,Keith,Benson,False
319,76154,Kent Benson,Kent,Benson,False
320,1627791,Ben Bentil,Ben,Bentil,False
321,76155,Gene Berce,Gene,Berce,False
322,76156,Gary Bergen,Gary,Bergen,False
323,1631262,Jules Bernard,Jules,Bernard,True
324,76157,Ricky Berry,Ricky,Berry,False
325,76158,Walter Berry,Walter,Berry,False
326,1629541,Dairis Bertans,Dairis,Bertans,False
327,202722,Davis Bertans,Davis,Bertans,True
328,76159,Del Beshore,Del,Beshore,False
329,696,Travis Best,Travis,Best,False
330,201976,Patrick Beverley,Patrick,Beverley,True
331,1630180,Saddiq Bey,Saddiq,Bey,True
332,1630189,Tyler Bey,Tyler,Bey,False
333,204021,Sim Bhullar,Sim,Bhullar,False
334,76160,Al Bianchi,Al,Bianchi,False
335,76161,Hank Biasatti,Hank,Biasatti,False
336,76162,Henry Bibby,Henry,Bibby,False
337,1710,Mike Bibby,Mike,Bibby,False
338,76163,Ed Biedenbach,Ed,Biedenbach,False
339,2740,Andris Biedrins,Andris,Biedrins,False
340,76164,Don Bielke,Don,Bielke,False
341,76165,Bob Bigelow,Bob,Bigelow,False
342,1497,Chauncey Billups,Chauncey,Billups,False
343,76166,Dave Bing,Dave,Bing,False
344,76167,Joe Binion,Joe,Binion,False
345,203920,Khem Birch,Khem,Birch,True
346,1628444,Jabari Bird,Jabari,Bird,False
347,76168,Jerry Bird,Jerry,Bird,False
348,1449,Larry Bird,Larry,Bird,False
349,76170,Otis Birdsong,Otis,Birdsong,False
350,76171,Gale Bishop,Gale,Bishop,False
351,1629048,Goga Bitadze,Goga,Bitadze,True
352,1641931,Onuralp Bitim,Onuralp,Bitim,True
353,202687,Bismack Biyombo,Bismack,Biyombo,False
354,202357,Nemanja Bjelica,Nemanja,Bjelica,False
355,76172,Uwe Blab,Uwe,Blab,False
356,1641710,Anthony Black,Anthony,Black,True
357,76173,Charlie Black,Charlie,Black,False
358,1641778,Leaky Black,Leaky,Black,True
359,76174,Norman Black,Norman,Black,False
360,204028,Tarik Black,Tarik,Black,False
361,76175,Tom Black,Tom,Black,False
362,76176,Rolando Blackman,Rolando,Blackman,False
363,76180,Alex Blackwell,Alex,Blackwell,False
364,76177,Cory Blackwell,Cory,Blackwell,False
365,1806,James Blackwell,James,Blackwell,False
366,76179,Nate Blackwell,Nate,Blackwell,False
367,201971,DeJuan Blair,DeJuan,Blair,False
368,2581,Steve Blake,Steve,Blake,False
369,202392,Marqus Blakely,Marqus,Blakely,False
370,1628469,Antonio Blakeney,Antonio,Blakeney,False
371,200807,Will Blalock,Will,Blalock,False
372,76182,George Blaney,George,Blaney,False
373,76183,Lance Blanks,Lance,Blanks,False
374,76184,Ricky Blanton,Ricky,Blanton,False
375,101154,Andray Blatche,Andray,Blatche,False
376,302,Mookie Blaylock,Mookie,Blaylock,False
377,202339,Eric Bledsoe,Eric,Bledsoe,False
378,1629833,Keljin Blevins,Keljin,Blevins,False
379,76186,Leon Blevins,Leon,Blevins,False
380,76187,John Block,John,Block,False
381,76188,Mike Bloom,Mike,Bloom,False
382,1628417,Jaron Blossomgame,Jaron,Blossomgame,False
383,916,Corie Blount,Corie,Blount,False
384,1548,Mark Blount,Mark,Blount,False
385,203505,Vander Blue,Vander,Blue,False
386,1629129,Trevon Bluiett,Trevon,Bluiett,False
387,76189,Ray Blume,Ray,Blume,False
388,76190,Nelson Bobb,Nelson,Bobb,False
389,2800,Tony Bobbitt,Tony,Bobbitt,False
390,76191,Arlen Bockhorn,Arlen,Bockhorn,False
391,1631205,Buddy Boeheim,Buddy,Boeheim,True
392,76192,Tom Boerwinkle,Tom,Boerwinkle,False
393,2586,Keith Bogans,Keith,Bogans,False
394,203992,Bogdan Bogdanovic,Bogdan,Bogdanovic,True
395,202711,Bojan Bogdanovic,Bojan,Bogdanovic,True
396,177,Muggsy Bogues,Muggsy,Bogues,False
397,101106,Andrew Bogut,Andrew,Bogut,False
398,1564,Etdrick Bohannon,Etdrick,Bohannon,False
399,1629626,Bol Bol,Bol,Bol,True
400,76195,Manute Bol,Manute,Bol,False
401,1628413,Jonah Bolden,Jonah,Bolden,False
402,1629716,Marques Bolden,Marques,Bolden,True
403,76196,Bill Bolger,Bill,Bolger,False
404,1630195,Leandro Bolmaro,Leandro,Bolmaro,False
405,1627762,Joel Bolomboy,Joel,Bolomboy,False
406,76197,Doug Bolstorff,Doug,Bolstorff,False
407,76203,George H. Bon Salle,George H.,Bon Salle,False
408,76198,Phil Bond,Phil,Bond,False
409,1603,Walter Bond,Walter,Bond,False
410,1629648,Jordan Bone,Jordan,Bone,False
411,1121,Dexter Boney,Dexter,Boney,False
412,1629067,Isaac Bonga,Isaac,Bonga,False
413,76201,Ron Bonham,Ron,Bonham,False
414,41,Anthony Bonner,Anthony,Bonner,False
415,2588,Matt Bonner,Matt,Bonner,False
416,1626164,Devin Booker,Devin,Booker,True
417,511,Melvin Booker,Melvin,Booker,False
418,202344,Trevor Booker,Trevor,Booker,False
419,200767,Josh Boone,Josh,Boone,False
420,76204,Ron Boone,Ron,Boone,False
421,1916,Calvin Booth,Calvin,Booth,False
422,1522,Keith Booth,Keith,Booth,False
423,76206,Bob Boozer,Bob,Boozer,False
424,2430,Carlos Boozer,Carlos,Boozer,False
425,2414,Curtis Borchardt,Curtis,Borchardt,False
426,76207,Jake Bornheimer,Jake,Bornheimer,False
427,1953,Lazaro Borrell,Lazaro,Borrell,False
428,76209,Costic Borsavage,Costic,Borsavage,False
429,76210,Vince Boryla,Vince,Boryla,False
430,2547,Chris Bosh,Chris,Bosh,False
431,76211,Jim Bostic,Jim,Bostic,False
432,76212,Lawrence Boston,Lawrence,Boston,False
433,1630527,Brandon Boston Jr.,Brandon,Boston Jr.,True
434,76213,Tom Boswell,Tom,Boswell,False
435,1628449,Chris Boucher,Chris,Boucher,True
436,1630547,James Bouknight,James,Bouknight,True
437,1641859,Souley Boum,Souley,Boum,True
438,2257,Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,False
439,1631123,Jamaree Bouyea,Jamaree,Bouyea,False
440,76214,Don Boven,Don,Boven,False
441,1898,Cal Bowdler,Cal,Bowdler,False
442,1477,Bruce Bowen,Bruce,Bowen,False
443,1763,Ryan Bowen,Ryan,Bowen,False
444,1628968,Brian Bowen II,Brian,Bowen II,False
445,194,Anthony Bowie,Anthony,Bowie,False
446,76217,Sam Bowie,Sam,Bowie,False
447,1085,Ira Bowman,Ira,Bowman,False
448,1629065,Ky Bowman,Ky,Bowman,False
449,76219,Nate Bowman,Nate,Bowman,False
450,671,Donnie Boyce,Donnie,Boyce,False
451,76221,Dennis Boyd,Dennis,Boyd,False
452,76222,Fred Boyd,Fred,Boyd,False
453,76223,Ken Boyd,Ken,Boyd,False
454,1863,Earl Boykins,Earl,Boykins,False
455,76224,Harry Boykoff,Harry,Boykoff,False
456,76225,Winford Boynes,Winford,Boynes,False
457,200841,Cedric Bozeman,Cedric,Bozeman,False
458,76226,Steve Bracey,Steve,Bracey,False
459,202342,Craig Brackins,Craig,Brackins,False
460,76227,Gary Bradds,Gary,Bradds,False
461,76228,Alex Bradley,Alex,Bradley,False
462,76229,Alonzo Bradley,Alonzo,Bradley,False
463,202340,Avery Bradley,Avery,Bradley,False
464,76233,Bill Bradley,Bill,Bradley,False
465,76230,Charles Bradley,Charles,Bradley,False
466,76231,Dudley Bradley,Dudley,Bradley,False
467,76232,Joe Bradley,Joe,Bradley,False
468,2214,Michael Bradley,Michael,Bradley,False
469,762,Shawn Bradley,Shawn,Bradley,False
470,1628396,Tony Bradley,Tony,Bradley,False
471,1361,Mark Bradtke,Mark,Bradtke,False
472,66,Marques Bragg,Marques,Bragg,False
473,1765,Torraye Braggs,Torraye,Braggs,False
474,1920,A.J. Bramlett,A.J.,Bramlett,False
475,76237,Adrian Branch,Adrian,Branch,False
476,1882,Elton Brand,Elton,Brand,False
477,210,Terrell Brandon,Terrell,Brandon,False
478,1631103,Malaki Branham,Malaki,Branham,True
479,76238,Bob Brannum,Bob,Brannum,False
480,76239,Brad Branson,Brad,Branson,False
481,76240,Jesse Branson,Jesse,Branson,False
482,1629714,Jarrell Brantley,Jarrell,Brantley,False
483,76241,Jim Brasco,Jim,Brasco,False
484,76242,Mike Bratz,Mike,Bratz,False
485,76243,Carl Braun,Carl,Braun,False
486,1631128,Christian Braun,Christian,Braun,True
487,1629649,Ignas Brazdeikis,Ignas,Brazdeikis,False
488,160,Tim Breaux,Tim,Breaux,False
489,2452,J.R. Bremer,J.R.,Bremer,False
490,76245,Pete Brennan,Pete,Brennan,False
491,76246,Tom Brennan,Tom,Brennan,False
492,76247,Randy Breuer,Randy,Breuer,False
493,201147,Corey Brewer,Corey,Brewer,False
494,2249,Jamison Brewer,Jamison,Brewer,False
495,76248,Jim Brewer,Jim,Brewer,False
496,76249,Ron Brewer,Ron,Brewer,False
497,200758,Ronnie Brewer,Ronnie,Brewer,False
498,2056,Primoz Brezec,Primoz,Brezec,False
499,76250,Frank Brian,Frank,Brian,False
500,783,Frank Brickowski,Frank,Brickowski,False
501,76252,Junior Bridgeman,Junior,Bridgeman,False
502,76253,Bill Bridges,Bill,Bridges,False
503,1628969,Mikal Bridges,Mikal,Bridges,True
504,1628970,Miles Bridges,Miles,Bridges,True
505,76254,Al Brightman,Al,Brightman,False
506,1628578,Amida Brimah,Amida,Brimah,False
507,76255,Audley Brindley,Audley,Brindley,False
508,1628515,Isaiah Briscoe,Isaiah,Briscoe,False
509,76256,John Brisker,John,Brisker,False
510,1629052,Oshae Brissett,Oshae,Brissett,True
511,76257,Allan Bristow,Allan,Bristow,False
512,76258,Tyrone Britt,Tyrone,Britt,False
513,76259,Wayman Britt,Wayman,Britt,False
514,76260,Mike Brittain,Mike,Brittain,False
515,76261,David Britton,David,Britton,False
516,201972,Jon Brockman,Jon,Brockman,False
517,1629151,Ryan Broekhoff,Ryan,Broekhoff,False
518,76262,Jim Brogan,Jim,Brogan,False
519,1627763,Malcolm Brogdon,Malcolm,Brogdon,True
520,76263,Gary Brokaw,Gary,Brokaw,False
521,76264,Price Brookfield,Price,Brookfield,False
522,201166,Aaron Brooks,Aaron,Brooks,False
523,1629717,Armoni Brooks,Armoni,Brooks,True
524,1628415,Dillon Brooks,Dillon,Brooks,True
525,76265,Kevin Brooks,Kevin,Brooks,False
526,202705,MarShon Brooks,MarShon,Brooks,False
527,76266,Michael Brooks,Michael,Brooks,False
528,418,Scott Brooks,Scott,Brooks,False
529,2810,Andre Brown,Andre,Brown,False
530,1626148,Anthony Brown,Anthony,Brown,False
531,76284,Bob Brown,Bob,Brown,False
532,201628,Bobby Brown,Bobby,Brown,False
533,1628971,Bruce Brown,Bruce,Brown,True
534,359,Chucky Brown,Chucky,Brown,False
535,2245,Damone Brown,Damone,Brown,False
536,76270,Darrell Brown,Darrell,Brown,False
537,244,Dee Brown,Dee,Brown,False
538,200793,Dee Brown,Dee,Brown,False
539,201974,Derrick Brown,Derrick,Brown,False
540,2484,Devin Brown,Devin,Brown,False
541,2081,Ernest Brown,Ernest,Brown,False
542,76272,Fred Brown,Fred,Brown,False
543,76273,George Brown,George,Brown,False
544,1871,Gerald Brown,Gerald,Brown,False
545,76275,Harold Brown,Harold,Brown,False
546,203913,Jabari Brown,Jabari,Brown,False
547,1627759,Jaylen Brown,Jaylen,Brown,True
548,76276,John Brown,John,Brown,False
549,2208,Kedrick Brown,Kedrick,Brown,False
550,1631112,Kendall Brown,Kendall,Brown,True
551,1641738,Kobe Brown,Kobe,Brown,True
552,2198,Kwame Brown,Kwame,Brown,False
553,76278,Leon Brown,Leon,Brown,False
554,76279,Lewis Brown,Lewis,Brown,False
555,203485,Lorenzo Brown,Lorenzo,Brown,False
556,992,Marcus Brown,Marcus,Brown,False
557,203900,Markel Brown,Markel,Brown,False
558,1479,Mike Brown,Mike,Brown,False
