gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints
0022400341,1610612764,Washington,Wizards,WAS,wizards,240:00,45,93,0.484,16,41,0.39,16,22,0.727,15,31,46,31,9,12,17,21,122,9.0
0022400341,1610612743,Denver,Nuggets,DEN,nuggets,240:00,46,95,0.484,5,25,0.2,16,27,0.593,16,32,48,34,11,6,15,23,113,-9.0
